77948015-2C1D-4F37-A82E-65D21EEE2006,Metal sheets and parts,100,Numbers / day,12-04-2016,12-04-2016,E54BF9E4-7260-4B5E-B04D-86653D3B20C3
3AC2690A-96C4-48C2-AA4B-AD7C0421BC98,Municipal Solid Waste,1000,TPD (Tons / day),26-04-2016,26-04-2016,1BFF25FF-FA3F-4DA3-A915-D77D588F39B2
474003ED-CE73-4F54-A669-84D9ECF16237,component,5000000,Numbers / day,22-04-2016,22-04-2016,09FDB30C-4FAC-42BB-8B89-2CADA25D8AAD
97010B42-CD35-456E-A020-1C292217C5E0,Electricity (in KWH),9500,Numbers / day,10-05-2016,10-05-2016,8F88F19A-3AC7-48BB-A60D-C694F45B9452
C6532E0C-6009-4643-A168-E6A08F752F52,Fish fry,1169,Numbers / day,11-05-2016,11-05-2016,8F88F19A-3AC7-48BB-A60D-C694F45B9452
15106406-96F9-4E63-9238-72749FBDD76D,Fish feed,1.64,TPD (Tons / day),11-05-2016,11-05-2016,8F88F19A-3AC7-48BB-A60D-C694F45B9452
0653FA61-2BE4-4EC5-96A1-AA031E0D63BD,Paddy,10000,TPD (Tons / day),06-06-2016,06-06-2016,636A552C-E250-4AA9-B061-9C3BD08BCE4E
876AB46F-8BB1-4990-B01E-7440B5D1D876,Pigments,1.2,TPD (Tons / day),20-06-2016,20-06-2016,B56EEEF9-D09F-468D-9C53-F5181CD5DB8A
BA541F72-89C4-4ECF-996E-BEE8E558FA24,Polymers,2.8,TPD (Tons / day),20-06-2016,20-06-2016,B56EEEF9-D09F-468D-9C53-F5181CD5DB8A
26DEBDC3-07F6-4A4C-830C-DF60614A6B56,cement sand steel,30,TPD (Tons / day),15-06-2016,15-06-2016,D11E7DA1-910C-4966-A196-304DF53D894D
0BBBCC5A-25C3-4023-9CC5-F6C7A3EEE0FD,KHAIRWOOD,75,TPD (Tons / day),16-06-2016,16-06-2016,0D62C104-18C8-4241-8D31-C3BD5114A250
29EFFD1B-ED1D-423C-ACC6-BDA0679AC2BD,peddy,40,TPD (Tons / day),17-06-2016,17-06-2016,14A56E24-EC16-435D-A52F-D4381F6CC028
ADC4EFD4-E500-4028-9735-5FD5F7BF99DE,MAIZEE,18,TPD (Tons / day),22-06-2016,22-06-2016,CFE5D89C-F0A3-4B77-9137-EFC8EC994E54
3E807525-C961-4539-A52B-479894C30483,SOYA DOC,9,TPD (Tons / day),22-06-2016,22-06-2016,CFE5D89C-F0A3-4B77-9137-EFC8EC994E54
2AF10CAE-9BF6-4D1B-8834-EA3A13E346CF,DRB,1.5,TPD (Tons / day),22-06-2016,22-06-2016,CFE5D89C-F0A3-4B77-9137-EFC8EC994E54
F9124B48-DB54-496D-8A5A-9297CC4AA119,MBM,0.9,TPD (Tons / day),22-06-2016,22-06-2016,CFE5D89C-F0A3-4B77-9137-EFC8EC994E54
DD290135-F6C9-420A-8D2F-D199F77E7B02,DCP,0.6,TPD (Tons / day),22-06-2016,22-06-2016,CFE5D89C-F0A3-4B77-9137-EFC8EC994E54
1D158AA1-F186-4B84-95C5-D3038809EDC4,xyz,11,TPD (Tons / day),30-06-2016,30-06-2016,9F58D236-595D-47FC-B277-1E4EE396B398
47443D2D-A89F-4276-A676-6247A02A97E5,Brass Components,2474,TPD (Tons / day),05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
1C40CCE5-F803-4B75-80E2-D2208615F302,Stainless Steel,851,TPD (Tons / day),05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
01AD2318-C81E-44C1-8ADB-131C05FFF736,GP Steel,261,TPD (Tons / day),05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
67BE0B69-98EF-47A6-BD73-2302E204053D,Electric Motors,395,Numbers / day,05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
00E309E8-AE94-484D-888B-7E75999F2329,Plastic Moulding,5146,Numbers / day,05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
E1B28853-5899-4163-A7AF-7FAF7BE4F1A7,packing box,379,Numbers / day,05-07-2016,05-07-2016,29E6E465-BBD1-49B2-8815-3E00885CFA5F
F3D20EB6-7D38-45CD-8298-AC1E9782607F,Rice,27,TPD (Tons / day),04-07-2016,04-07-2016,3B6B2D58-5F32-4B00-AB1B-3F090549F445
4E8201D6-94BC-4F6C-9C13-0E1F90F1A7EA,Rice Bran,3,TPD (Tons / day),04-07-2016,04-07-2016,3B6B2D58-5F32-4B00-AB1B-3F090549F445
037B3595-4E8B-4DC7-93DE-CEAAB1B284B8,Husk,7,TPD (Tons / day),04-07-2016,04-07-2016,3B6B2D58-5F32-4B00-AB1B-3F090549F445
9BE7769E-353E-448A-ADED-9D49E681FFD8,665,656,TPD (Tons / day),13-07-2016,13-07-2016,2A455F68-E8AC-4A00-BB80-1EB09F44788E
648D7329-AB45-4CB9-8928-1863884421C7,"PP, ABS, PC",3.5,TPD (Tons / day),15-07-2016,15-07-2016,75B13AD4-63E9-4F2C-B112-F76E4FE3DC2B
9CDA525E-F443-4E8A-99C0-62C25F680F55,acid oil,100,TPD (Tons / day),14-07-2016,14-07-2016,CBB99067-6D14-49FA-97CD-F2B9DBFB3530
D18881B7-B149-48EB-92D9-8BD144B309FD,methanol,13,TPD (Tons / day),14-07-2016,14-07-2016,CBB99067-6D14-49FA-97CD-F2B9DBFB3530
7D22B741-700F-486C-AABF-B5F2C10F6ED8,catalyst (sodium hydroxide/potassium hydroxide),1,TPD (Tons / day),14-07-2016,14-07-2016,CBB99067-6D14-49FA-97CD-F2B9DBFB3530
9392499E-04DF-4BB2-8791-23CEC7ECCEFD,Base Filter Paper,1,TPD (Tons / day),13-07-2016,13-07-2016,2F8F31CE-20F6-4393-80E6-AEED15585035
B6C4B3AF-C0AE-4E3F-B28D-2ABC14DA2FD0,"ABS,PP,PC",3,TPD (Tons / day),18-07-2016,18-07-2016,003710B8-5A18-4F5A-8E39-2689BEED7CE9
406C70DC-0DFA-4915-9265-E7DAEA3216F2,11.66,86800,TPD (Tons / day),18-07-2016,18-07-2016,1F40AA27-7816-4352-90E9-79C7797A6529
A2064008-3C2E-4658-B02D-ACCE0623F3B6,Base Filter Paper,1,TPD (Tons / day),18-07-2016,18-07-2016,4A8972F7-8B12-4EEA-8BA2-4372610A1665
EE0A2764-1AEA-4589-A1B7-1CA4091B6025,BARE ENCLOSURE,8,Numbers / day,26-07-2016,26-07-2016,5B55C896-9856-4F7C-A5E5-A7E8331148E8
702F5148-2FA3-4016-A348-A0C2651EC41A,WIRE,10,Numbers / day,26-07-2016,26-07-2016,5B55C896-9856-4F7C-A5E5-A7E8331148E8
E8EF7AFF-CED2-43CB-9872-87BE7F66C1A4,wire rod,10,TPD (Tons / day),18-07-2016,18-07-2016,FE026BD9-0DB6-42D6-B87E-7FC9D26FF03A
2EDE4B34-1326-4615-9862-CB8873DD2B7D,CRC SHEET,5,TPD (Tons / day),19-07-2016,19-07-2016,A7426E80-443D-4EDB-A48C-C9973AB63003
8745B9BF-E1D9-42D2-8487-99D68858DC21,COPPER TUBES,15000,Numbers / day,19-07-2016,19-07-2016,A7426E80-443D-4EDB-A48C-C9973AB63003
E7DB8B84-6E1E-4392-A360-73460F5991CB,BRIGHT BAR,1.25,TPD (Tons / day),19-07-2016,19-07-2016,A7426E80-443D-4EDB-A48C-C9973AB63003
7D4AEBCC-5DAC-4837-820E-DC81AA8FE6E6,ERW PIPE,4,TPD (Tons / day),19-07-2016,19-07-2016,A7426E80-443D-4EDB-A48C-C9973AB63003
273820B4-94CE-4BA0-8F7B-C6193922944A,Wire Rod,25,TPD (Tons / day),19-07-2016,19-07-2016,24D84CC1-4F4A-4598-8862-48AB2BC7E0BD
87F3E6C2-EB0C-4733-8782-801D161C43E2,wire rod,25,TPD (Tons / day),19-07-2016,19-07-2016,722B6E83-9CDA-4DA9-8F10-507751DEA1C2
BE64B688-E18B-4CE3-BF73-628B30DDFC57,Raw Pulses,30,TPD (Tons / day),20-07-2016,20-07-2016,81E3DF26-3497-4FFE-A403-88401FE6AB7B
A8C808B2-C491-4115-B884-915020F31F6C,Cotton Yarn,0.5,TPD (Tons / day),20-07-2016,20-07-2016,809D2273-318D-47E6-99DC-15DD1C8B3F13
7642880B-602E-41D7-A965-285A0B7558D9,Polyester Yarn,0.2,TPD (Tons / day),20-07-2016,20-07-2016,809D2273-318D-47E6-99DC-15DD1C8B3F13
8B6EB39D-C779-4870-97E2-97F29683CDBE,viscose Yarn,0.1,TPD (Tons / day),20-07-2016,20-07-2016,809D2273-318D-47E6-99DC-15DD1C8B3F13
4973DFEB-CEB5-4849-BDC9-DB0D55F1A5B7,"Body set,",5,Numbers / day,26-09-2016,26-09-2016,90F930F4-03AC-4824-8459-A9196B799F1A
7EAFBABE-EF10-487B-8E84-4056E3C51A71,Panel,5,Numbers / day,26-09-2016,26-09-2016,90F930F4-03AC-4824-8459-A9196B799F1A
6626BA9D-A77F-483D-8B5B-3500B3FD60BF,"Raw Rubber, Chemicals, colors, MS Pipe",30,Numbers / day,20-07-2016,20-07-2016,40887F0A-82EA-4470-BE94-316210EE2DCB
75C1EDF2-40C6-4AD0-9034-AD56A91454C7,BIOMASS WASTE,56,TPD (Tons / day),21-07-2016,21-07-2016,86E3D922-A513-41CE-889D-77CEA73C0D41
A818064B-0899-437B-AE3F-29B7CE2D3332,PLASTIC ,1,TPD (Tons / day),22-07-2016,22-07-2016,8F978AD0-C679-451E-8370-D2115BFBABBE
2E680770-1351-44E5-B9D5-FBCC801947F7,CAUSTIC SODA LYE,3,TPD (Tons / day),27-07-2016,27-07-2016,3B5D2E2D-6FB4-47F1-9022-21611C51B2FA
