"84b83a92-95ee-45b3-95d8-15e8fae19e62","Comprehensive Application Format"
"7a57d8b6-028a-4288-806f-4efe2790702a","Change of Land Use under Controlled Area"
"66c7ad44-02d3-4baf-bea8-1bb035cf4bff","CTE"
"b821f050-03e8-4758-a79b-093ec5031ac5","Temp. Power Connection"
"01145aeb-f708-4f72-91e2-353b03879470","Forest NOC"
"1ff38295-c150-46e3-8c94-9d1c41a5014f","CSA Clearance"
"c96da5d0-dd9c-4168-9857-5f49aacd18d0","SAC Clearance"
"9a6a8a15-e349-4c6a-a02b-73a7cb5ac757","NOC for unit falling outside controlled/urban area"
"bb17ac82-fe63-42fa-8494-2b987885034e","EIA Clearance"
"572142f4-070b-4a8d-948e-043c69c7c6f9","Approval For Temporary Electricity Connection (UHBVN)"
"b96911a8-569f-4f9e-ab0a-1c00c5f042cc","Approval For Regular Electricity Connection (UHBVN)"
"3011a29a-9685-4bee-ba9d-53404ac0d0a8","GOI Clearance"
"7b13486a-1951-4a5d-bddd-f357b2e59c54","Application for Boiler Installation/Erection"
"14c9c751-7f33-4028-8175-b85968bb26a8","Application for Building Plan Approval"
"c80fd1e6-848c-46fe-aec4-d8c6e1a75680","Application for Labour Contract"
"e393cc7d-9f72-42ef-8607-8bde0cd1b7af","Change of Land Use under MC Limit"
"f2f7c4a6-5a65-4ad4-815d-139cc15cb242","Allotment of plots"
"96178b58-5c01-419d-991b-77eb4f59076d","CTE for Expansion"
"1a25d73c-b9c3-42a9-907c-29abbc401dcf","Requisition"
"48fea334-39e8-4a41-9330-cb85684c6019","Approval For Temporary Electricity Connection (DHBVN)"
"4be6c425-dfef-42a7-87b2-b5ea4aed5e45","Approval For Regular Electricity Connection (DHBVN)"
"94bbdad2-54a1-4868-b0ab-cf6d0ab9e71b","Requisition Form"
"2b6d7278-49c0-41a2-9b3d-294864406c36","CSA and SAC Clearance"
"c4a91b94-aa84-4ac5-b92e-3d773972f161","No Form Required"
"ee96a740-fb8f-478e-ab9a-6a6676eeacb9","Environment Clearance"
"9ddd60df-e9b1-40ec-8646-b8d210fb04ed","Permit for manufacturing of bricks"
"77cc4778-a1a1-4308-9d43-b93ee778b614","NOC for establishment of unit under Urban Area Act"
"d3169588-6dab-442e-bec3-ce82a6a1f8ef","Application form for fertilizer manufacture certificate"
"5fdd6bbf-2e7e-4871-bb9d-45c544cfaa71","Application for Licence to Establish Kiln"
"31aad2ed-f7ba-46b6-b235-a2396985eb2a","Licence for stone crashers"
"d5b321bf-580b-4b5a-95b3-632e804f9e48","Application for Tree Felling"
"390b8234-dd7b-4296-be03-3f44de5e6a67","Application for New Fire Fighting Scheme"
"c65a83b3-f602-4585-9b3a-fc8efdebe3ac","Issuance of permanent water connection"
"f0564fba-655e-4a56-b463-58468be42d9d","License for wood based industry"
"89ca72a1-bc07-485c-b3e2-ceaf53e6b18f","Approval of factory plan"
